year,state,month,number,date
2002,Paraiba,Aug,1.593,1/1/2002
2003,Paraiba,Aug,1.896,1/1/2003
2004,Paraiba,Aug,1.237,1/1/2004
2005,Paraiba,Aug,800,1/1/2005
2006,Paraiba,Aug,844,1/1/2006
2007,Paraiba,Aug,580,1/1/2007
2008,Paraiba,Aug,205,1/1/2008
2009,Paraiba,Aug,844,1/1/2009
2010,Paraiba,Aug,733,1/1/2010
2011,Paraiba,Aug,435,1/1/2011
2012,Paraiba,Aug,522,1/1/2012
2013,Paraiba,Aug,481,1/1/2013
2014,Paraiba,Aug,646,1/1/2014
2015,Paraiba,Aug,651,1/1/2015
2016,Paraiba,Aug,1.01,1/1/2016
2017,Paraiba,Aug,987,1/1/2017
1998,Paraiba,Sept,61,1/1/1998
1999,Paraiba,Sept,878,1/1/1999
2000,Paraiba,Sept,381,1/1/2000
2001,Paraiba,Sept,258,1/1/2001
2002,Paraiba,Sept,1.071,1/1/2002
2003,Paraiba,Sept,2.446,1/1/2003
2004,Paraiba,Sept,1.36,1/1/2004
2005,Paraiba,Sept,386,1/1/2005
2006,Paraiba,Sept,866,1/1/2006
2007,Paraiba,Sept,960,1/1/2007
2008,Paraiba,Sept,413,1/1/2008
2009,Paraiba,Sept,149,1/1/2009
2010,Paraiba,Sept,270,1/1/2010
2011,Paraiba,Sept,913,1/1/2011
2012,Paraiba,Sept,459,1/1/2012
2013,Paraiba,Sept,476,1/1/2013
2014,Paraiba,Sept,443,1/1/2014
2015,Paraiba,Sept,599,1/1/2015
2016,Paraiba,Sept,1.371,1/1/2016
2017,Paraiba,Sept,1.706,1/1/2017
1998,Paraiba,Oct,61,1/1/1998
1999,Paraiba,Oct,452,1/1/1999
2000,Paraiba,Oct,658,1/1/2000
2001,Paraiba,Oct,209,1/1/2001
2002,Paraiba,Oct,399,1/1/2002
2003,Paraiba,Oct,1.228,1/1/2003
2004,Paraiba,Oct,666,1/1/2004
2005,Paraiba,Oct,157,1/1/2005
2006,Paraiba,Oct,327,1/1/2006
2007,Paraiba,Oct,194,1/1/2007
2008,Paraiba,Oct,78,1/1/2008
2009,Paraiba,Oct,424,1/1/2009
2010,Paraiba,Oct,230,1/1/2010
2011,Paraiba,Oct,256,1/1/2011
2012,Paraiba,Oct,145,1/1/2012
2013,Paraiba,Oct,233,1/1/2013
2014,Paraiba,Oct,411,1/1/2014
2015,Paraiba,Oct,158,1/1/2015
2016,Paraiba,Oct,193,1/1/2016
2017,Paraiba,Oct,134,1/1/2017
1998,Paraiba,Nov,143,1/1/1998
1999,Paraiba,Nov,447,1/1/1999
2000,Paraiba,Nov,85,1/1/2000
2001,Paraiba,Nov,89,1/1/2001
2002,Paraiba,Nov,425,1/1/2002
2003,Paraiba,Nov,503,1/1/2003
2004,Paraiba,Nov,388,1/1/2004
2005,Paraiba,Nov,597,1/1/2005
2006,Paraiba,Nov,60,1/1/2006
2007,Paraiba,Nov,59,1/1/2007
2008,Paraiba,Nov,39,1/1/2008
2009,Paraiba,Nov,90,1/1/2009
2010,Paraiba,Nov,183,1/1/2010
2011,Paraiba,Nov,138,1/1/2011
2012,Paraiba,Nov,142,1/1/2012
2013,Paraiba,Nov,126,1/1/2013
2014,Paraiba,Nov,68,1/1/2014
2015,Paraiba,Nov,18,1/1/2015
2016,Paraiba,Nov,275,1/1/2016
2017,Paraiba,Nov,292,1/1/2017
1998,Paraiba,Dec,82,1/1/1998
1999,Paraiba,Dec,254,1/1/1999
2000,Paraiba,Dec,159,1/1/2000
2001,Paraiba,Dec,85,1/1/2001
2002,Paraiba,Dec,165,1/1/2002
2003,Paraiba,Dec,171,1/1/2003
2004,Paraiba,Dec,151,1/1/2004
2005,Paraiba,Dec,40,1/1/2005
2006,Paraiba,Dec,6,1/1/2006
2007,Paraiba,Dec,22,1/1/2007
2008,Paraiba,Dec,62,1/1/2008
2009,Paraiba,Dec,30,1/1/2009
2010,Paraiba,Dec,37,1/1/2010
2011,Paraiba,Dec,78,1/1/2011
2012,Paraiba,Dec,54,1/1/2012
2013,Paraiba,Dec,155,1/1/2013
2014,Paraiba,Dec,78,1/1/2014
2015,Paraiba,Dec,30,1/1/2015
2016,Paraiba,Dec,45,1/1/2016
1998,Pernambuco,Jan,0,1/1/1998
1999,Pernambuco,Jan,102,1/1/1999
2000,Pernambuco,Jan,3,1/1/2000
2001,Pernambuco,Jan,7,1/1/2001
2002,Pernambuco,Jan,10,1/1/2002
2003,Pernambuco,Jan,188,1/1/2003
2004,Pernambuco,Jan,29,1/1/2004
2005,Pernambuco,Jan,221,1/1/2005
2006,Pernambuco,Jan,148,1/1/2006
2007,Pernambuco,Jan,156,1/1/2007
2008,Pernambuco,Jan,170,1/1/2008
2009,Pernambuco,Jan,256,1/1/2009
2010,Pernambuco,Jan,47,1/1/2010
2011,Pernambuco,Jan,49,1/1/2011
2012,Pernambuco,Jan,146,1/1/2012
2013,Pernambuco,Jan,55,1/1/2013
2014,Pernambuco,Jan,99,1/1/2014
2015,Pernambuco,Jan,109,1/1/2015
2016,Pernambuco,Jan,24,1/1/2016
2017,Pernambuco,Jan,52,1/1/2017
1998,Pernambuco,Feb,0,1/1/1998
1999,Pernambuco,Feb,13,1/1/1999
2000,Pernambuco,Feb,4,1/1/2000
2001,Pernambuco,Feb,2,1/1/2001
2002,Pernambuco,Feb,19,1/1/2002
2003,Pernambuco,Feb,35,1/1/2003
2004,Pernambuco,Feb,8,1/1/2004
2005,Pernambuco,Feb,33,1/1/2005
2006,Pernambuco,Feb,41,1/1/2006
2007,Pernambuco,Feb,21,1/1/2007
2008,Pernambuco,Feb,48,1/1/2008
2009,Pernambuco,Feb,28,1/1/2009
2010,Pernambuco,Feb,33,1/1/2010
2011,Pernambuco,Feb,25,1/1/2011
2012,Pernambuco,Feb,64,1/1/2012
2013,Pernambuco,Feb,29,1/1/2013
2014,Pernambuco,Feb,25,1/1/2014
2015,Pernambuco,Feb,55,1/1/2015
2016,Pernambuco,Feb,19,1/1/2016
2017,Pernambuco,Feb,23,1/1/2017
1998,Pernambuco,March,0,1/1/1998
1999,Pernambuco,March,27,1/1/1999
2000,Pernambuco,March,14,1/1/2000
2001,Pernambuco,March,0,1/1/2001
2002,Pernambuco,March,24,1/1/2002
2003,Pernambuco,March,9,1/1/2003
2004,Pernambuco,March,6,1/1/2004
2005,Pernambuco,March,45,1/1/2005
2006,Pernambuco,March,18,1/1/2006
2007,Pernambuco,March,4,1/1/2007
2008,Pernambuco,March,32,1/1/2008
2009,Pernambuco,March,15,1/1/2009
2010,Pernambuco,March,59,1/1/2010
2011,Pernambuco,March,39,1/1/2011
2012,Pernambuco,March,44,1/1/2012
2013,Pernambuco,March,40,1/1/2013
2014,Pernambuco,March,36,1/1/2014
2015,Pernambuco,March,33,1/1/2015
2016,Pernambuco,March,4,1/1/2016
2017,Pernambuco,March,7,1/1/2017
1998,Pernambuco,April,0,1/1/1998
1999,Pernambuco,April,2,1/1/1999
2000,Pernambuco,April,1,1/1/2000
2001,Pernambuco,April,2,1/1/2001
2002,Pernambuco,April,5,1/1/2002
2003,Pernambuco,April,7,1/1/2003
2004,Pernambuco,April,5,1/1/2004
2005,Pernambuco,April,1,1/1/2005
2006,Pernambuco,April,2,1/1/2006
2007,Pernambuco,April,1,1/1/2007
2008,Pernambuco,April,5,1/1/2008
2009,Pernambuco,April,3,1/1/2009
2010,Pernambuco,April,2,1/1/2010
2011,Pernambuco,April,22,1/1/2011
2012,Pernambuco,April,46,1/1/2012
2013,Pernambuco,April,11,1/1/2013
2014,Pernambuco,April,10,1/1/2014
2015,Pernambuco,April,30,1/1/2015
2016,Pernambuco,April,8,1/1/2016
2017,Pernambuco,April,9,1/1/2017
1998,Pernambuco,May,0,1/1/1998
1999,Pernambuco,May,6,1/1/1999
2000,Pernambuco,May,7,1/1/2000
2001,Pernambuco,May,5,1/1/2001
2002,Pernambuco,May,13,1/1/2002
2003,Pernambuco,May,1,1/1/2003
2004,Pernambuco,May,2,1/1/2004
2005,Pernambuco,May,1,1/1/2005
2006,Pernambuco,May,1,1/1/2006
2007,Pernambuco,May,0,1/1/2007
2008,Pernambuco,May,0,1/1/2008
2009,Pernambuco,May,0,1/1/2009
2010,Pernambuco,May,8,1/1/2010
2011,Pernambuco,May,1,1/1/2011
2012,Pernambuco,May,36,1/1/2012
2013,Pernambuco,May,9,1/1/2013
2014,Pernambuco,May,4,1/1/2014
2015,Pernambuco,May,17,1/1/2015
2016,Pernambuco,May,6,1/1/2016
2017,Pernambuco,May,13,1/1/2017
1998,Pernambuco,June,1,1/1/1998
1999,Pernambuco,June,7,1/1/1999
2000,Pernambuco,June,4,1/1/2000
2001,Pernambuco,June,2,1/1/2001
2002,Pernambuco,June,1,1/1/2002
2003,Pernambuco,June,2,1/1/2003
2004,Pernambuco,June,4,1/1/2004
2005,Pernambuco,June,3,1/1/2005
2006,Pernambuco,June,0,1/1/2006
2007,Pernambuco,June,1,1/1/2007
2008,Pernambuco,June,0,1/1/2008
2009,Pernambuco,June,1,1/1/2009
2010,Pernambuco,June,1,1/1/2010
2011,Pernambuco,June,4,1/1/2011
2012,Pernambuco,June,12,1/1/2012
2013,Pernambuco,June,12,1/1/2013
2014,Pernambuco,June,3,1/1/2014
2015,Pernambuco,June,3,1/1/2015
2016,Pernambuco,June,4,1/1/2016
2017,Pernambuco,June,5,1/1/2017
1998,Pernambuco,July,5,1/1/1998
1999,Pernambuco,July,2,1/1/1999
2000,Pernambuco,July,0,1/1/2000
2001,Pernambuco,July,6,1/1/2001
2002,Pernambuco,July,8,1/1/2002
2003,Pernambuco,July,5,1/1/2003
2004,Pernambuco,July,13,1/1/2004
2005,Pernambuco,July,1,1/1/2005
2006,Pernambuco,July,1,1/1/2006
2007,Pernambuco,July,3,1/1/2007
2008,Pernambuco,July,0,1/1/2008
2009,Pernambuco,July,1,1/1/2009
2010,Pernambuco,July,7,1/1/2010
2011,Pernambuco,July,2,1/1/2011
2012,Pernambuco,July,11,1/1/2012
2013,Pernambuco,July,4,1/1/2013
2014,Pernambuco,July,11,1/1/2014
2015,Pernambuco,July,13,1/1/2015
2016,Pernambuco,July,17,1/1/2016
2017,Pernambuco,July,2,1/1/2017
1998,Pernambuco,Aug,12,1/1/1998
1999,Pernambuco,Aug,3,1/1/1999
2000,Pernambuco,Aug,31,1/1/2000
2001,Pernambuco,Aug,27,1/1/2001
2002,Pernambuco,Aug,37,1/1/2002
2003,Pernambuco,Aug,26,1/1/2003
2004,Pernambuco,Aug,41,1/1/2004
2005,Pernambuco,Aug,10,1/1/2005
2006,Pernambuco,Aug,8,1/1/2006
2007,Pernambuco,Aug,20,1/1/2007
2008,Pernambuco,Aug,2,1/1/2008
2009,Pernambuco,Aug,10,1/1/2009
2010,Pernambuco,Aug,29,1/1/2010
2011,Pernambuco,Aug,27,1/1/2011
2012,Pernambuco,Aug,27,1/1/2012
2013,Pernambuco,Aug,14,1/1/2013
2014,Pernambuco,Aug,23,1/1/2014
2015,Pernambuco,Aug,21,1/1/2015
2016,Pernambuco,Aug,42,1/1/2016
2017,Pernambuco,Aug,20,1/1/2017
1998,Pernambuco,Sept,177,1/1/1998
1999,Pernambuco,Sept,64,1/1/1999
2000,Pernambuco,Sept,130,1/1/2000
2001,Pernambuco,Sept,298,1/1/2001
2002,Pernambuco,Sept,374,1/1/2002
2003,Pernambuco,Sept,510,1/1/2003
2004,Pernambuco,Sept,192,1/1/2004
2005,Pernambuco,Sept,154,1/1/2005
2006,Pernambuco,Sept,147,1/1/2006
2007,Pernambuco,Sept,164,1/1/2007
2008,Pernambuco,Sept,92,1/1/2008
2009,Pernambuco,Sept,164,1/1/2009
2010,Pernambuco,Sept,179,1/1/2010
2011,Pernambuco,Sept,243,1/1/2011
2012,Pernambuco,Sept,192,1/1/2012
2013,Pernambuco,Sept,143,1/1/2013
2014,Pernambuco,Sept,63,1/1/2014
2015,Pernambuco,Sept,116,1/1/2015
2016,Pernambuco,Sept,171,1/1/2016
2017,Pernambuco,Sept,69,1/1/2017
1998,Pernambuco,Oct,372,1/1/1998
1999,Pernambuco,Oct,180,1/1/1999
2000,Pernambuco,Oct,411,1/1/2000
2001,Pernambuco,Oct,461,1/1/2001
2002,Pernambuco,Oct,638,1/1/2002
2003,Pernambuco,Oct,859,1/1/2003
2004,Pernambuco,Oct,545,1/1/2004
2005,Pernambuco,Oct,408,1/1/2005
2006,Pernambuco,Oct,310,1/1/2006
2007,Pernambuco,Oct,702,1/1/2007
2008,Pernambuco,Oct,274,1/1/2008
2009,Pernambuco,Oct,254,1/1/2009
2010,Pernambuco,Oct,347,1/1/2010
2011,Pernambuco,Oct,461,1/1/2011
2012,Pernambuco,Oct,222,1/1/2012
2013,Pernambuco,Oct,161,1/1/2013
2014,Pernambuco,Oct,174,1/1/2014
2015,Pernambuco,Oct,194,1/1/2015
2016,Pernambuco,Oct,319,1/1/2016
2017,Pernambuco,Oct,256,1/1/2017
1998,Pernambuco,Nov,141,1/1/1998
1999,Pernambuco,Nov,41,1/1/1999
2000,Pernambuco,Nov,64,1/1/2000
2001,Pernambuco,Nov,208,1/1/2001
2002,Pernambuco,Nov,521,1/1/2002
2003,Pernambuco,Nov,560,1/1/2003
2004,Pernambuco,Nov,465,1/1/2004
2005,Pernambuco,Nov,452,1/1/2005
2006,Pernambuco,Nov,385,1/1/2006
2007,Pernambuco,Nov,359,1/1/2007
2008,Pernambuco,Nov,363,1/1/2008
2009,Pernambuco,Nov,486,1/1/2009
2010,Pernambuco,Nov,831,1/1/2010
2011,Pernambuco,Nov,352,1/1/2011
2012,Pernambuco,Nov,181,1/1/2012
2013,Pernambuco,Nov,110,1/1/2013
2014,Pernambuco,Nov,111,1/1/2014
2015,Pernambuco,Nov,315,1/1/2015
2016,Pernambuco,Nov,191,1/1/2016
2017,Pernambuco,Nov,66,1/1/2017
1998,Pernambuco,Dec,59,1/1/1998
1999,Pernambuco,Dec,16,1/1/1999
2000,Pernambuco,Dec,22,1/1/2000
2001,Pernambuco,Dec,62,1/1/2001
2002,Pernambuco,Dec,259,1/1/2002
2003,Pernambuco,Dec,229,1/1/2003
2004,Pernambuco,Dec,373,1/1/2004
2005,Pernambuco,Dec,191,1/1/2005
2006,Pernambuco,Dec,207,1/1/2006
2007,Pernambuco,Dec,200,1/1/2007
2008,Pernambuco,Dec,203,1/1/2008
2009,Pernambuco,Dec,351,1/1/2009
2010,Pernambuco,Dec,117,1/1/2010
2011,Pernambuco,Dec,364,1/1/2011
2012,Pernambuco,Dec,108,1/1/2012
2013,Pernambuco,Dec,141,1/1/2013
2014,Pernambuco,Dec,101,1/1/2014
2015,Pernambuco,Dec,176,1/1/2015
2016,Pernambuco,Dec,161,1/1/2016
1998,Piau,Jan,0,1/1/1998
1999,Piau,Jan,21,1/1/1999
2000,Piau,Jan,5,1/1/2000
2001,Piau,Jan,29,1/1/2001
2002,Piau,Jan,33,1/1/2002
2003,Piau,Jan,86,1/1/2003
2004,Piau,Jan,42,1/1/2004
2005,Piau,Jan,94,1/1/2005
2006,Piau,Jan,133,1/1/2006
2007,Piau,Jan,123,1/1/2007
2008,Piau,Jan,61,1/1/2008
2009,Piau,Jan,79,1/1/2009
2010,Piau,Jan,99,1/1/2010
2011,Piau,Jan,39,1/1/2011
2012,Piau,Jan,80,1/1/2012
2013,Piau,Jan,72,1/1/2013
2014,Piau,Jan,79,1/1/2014
2015,Piau,Jan,92,1/1/2015
2016,Piau,Jan,94,1/1/2016
2017,Piau,Jan,85,1/1/2017
1998,Piau,Feb,0,1/1/1998
1999,Piau,Feb,22,1/1/1999
2000,Piau,Feb,12,1/1/2000
2001,Piau,Feb,0,1/1/2001
2002,Piau,Feb,160,1/1/2002
2003,Piau,Feb,3,1/1/2003
2004,Piau,Feb,20,1/1/2004
2005,Piau,Feb,26,1/1/2005
2006,Piau,Feb,23,1/1/2006
2007,Piau,Feb,11,1/1/2007
2008,Piau,Feb,21,1/1/2008
2009,Piau,Feb,19,1/1/2009
2010,Piau,Feb,54,1/1/2010
2011,Piau,Feb,11,1/1/2011
2012,Piau,Feb,31,1/1/2012
2013,Piau,Feb,68,1/1/2013
2014,Piau,Feb,14,1/1/2014
2015,Piau,Feb,38,1/1/2015
2016,Piau,Feb,97,1/1/2016
2017,Piau,Feb,24,1/1/2017
1998,Piau,March,0,1/1/1998
1999,Piau,March,4,1/1/1999
2000,Piau,March,14,1/1/2000
2001,Piau,March,2,1/1/2001
2002,Piau,March,63,1/1/2002
2003,Piau,March,15,1/1/2003
2004,Piau,March,27,1/1/2004
2005,Piau,March,13,1/1/2005
2006,Piau,March,18,1/1/2006
2007,Piau,March,31,1/1/2007
2008,Piau,March,4,1/1/2008
2009,Piau,March,17,1/1/2009
2010,Piau,March,47,1/1/2010
2011,Piau,March,15,1/1/2011
2012,Piau,March,71,1/1/2012
2013,Piau,March,14,1/1/2013
2014,Piau,March,88,1/1/2014
2015,Piau,March,35,1/1/2015
2016,Piau,March,53,1/1/2016
2017,Piau,March,25,1/1/2017
1998,Piau,April,0,1/1/1998
1999,Piau,April,10,1/1/1999
2000,Piau,April,15,1/1/2000
2001,Piau,April,1,1/1/2001
2002,Piau,April,87,1/1/2002
2003,Piau,April,22,1/1/2003
2004,Piau,April,10,1/1/2004
2005,Piau,April,3,1/1/2005
2006,Piau,April,1,1/1/2006
2007,Piau,April,9,1/1/2007
2008,Piau,April,7,1/1/2008
2009,Piau,April,8,1/1/2009
2010,Piau,April,56,1/1/2010
2011,Piau,April,16,1/1/2011
2012,Piau,April,119,1/1/2012
2013,Piau,April,34,1/1/2013
2014,Piau,April,63,1/1/2014
2015,Piau,April,50,1/1/2015
2016,Piau,April,35,1/1/2016
2017,Piau,April,25,1/1/2017
1998,Piau,May,0,1/1/1998
1999,Piau,May,8,1/1/1999
2000,Piau,May,25,1/1/2000
2001,Piau,May,36,1/1/2001
2002,Piau,May,84,1/1/2002
2003,Piau,May,13,1/1/2003
2004,Piau,May,80,1/1/2004
2005,Piau,May,22,1/1/2005
2006,Piau,May,0,1/1/2006
2007,Piau,May,52,1/1/2007
2008,Piau,May,12,1/1/2008
2009,Piau,May,12,1/1/2009
2010,Piau,May,231,1/1/2010
2011,Piau,May,77,1/1/2011
2012,Piau,May,334,1/1/2012
2013,Piau,May,40,1/1/2013
2014,Piau,May,138,1/1/2014
2015,Piau,May,66,1/1/2015
2016,Piau,May,60,1/1/2016
2017,Piau,May,36,1/1/2017
1998,Piau,June,46,1/1/1998
1999,Piau,June,47,1/1/1999
2000,Piau,June,18,1/1/2000
2001,Piau,June,87,1/1/2001
2002,Piau,June,161,1/1/2002
2003,Piau,June,88,1/1/2003
2004,Piau,June,239,1/1/2004
2005,Piau,June,171,1/1/2005
2006,Piau,June,40,1/1/2006
2007,Piau,June,303,1/1/2007
2008,Piau,June,33,1/1/2008
2009,Piau,June,56,1/1/2009
2010,Piau,June,208,1/1/2010
2011,Piau,June,462,1/1/2011
2012,Piau,June,834,1/1/2012
2013,Piau,June,263,1/1/2013
2014,Piau,June,373,1/1/2014
2015,Piau,June,283,1/1/2015
2016,Piau,June,153,1/1/2016
2017,Piau,June,193,1/1/2017
1998,Piau,July,189,1/1/1998
1999,Piau,July,123,1/1/1999
2000,Piau,July,75,1/1/2000
2001,Piau,July,337,1/1/2001
2002,Piau,July,534,1/1/2002
2003,Piau,July,407,1/1/2003
2004,Piau,July,564,1/1/2004
2005,Piau,July,445,1/1/2005
2006,Piau,July,150,1/1/2006
2007,Piau,July,919,1/1/2007
2008,Piau,July,97,1/1/2008
2009,Piau,July,302,1/1/2009
2010,Piau,July,1.696,1/1/2010
2011,Piau,July,864,1/1/2011
2012,Piau,July,1.755,1/1/2012
2013,Piau,July,361,1/1/2013
2014,Piau,July,1.177,1/1/2014
2015,Piau,July,690,1/1/2015
2016,Piau,July,754,1/1/2016
2017,Piau,July,643,1/1/2017
1998,Piau,Aug,711,1/1/1998
1999,Piau,Aug,499,1/1/1999
2000,Piau,Aug,415,1/1/2000
2001,Piau,Aug,1.133,1/1/2001
2002,Piau,Aug,2.28,1/1/2002
2003,Piau,Aug,864,1/1/2003
2004,Piau,Aug,1.002,1/1/2004
2005,Piau,Aug,943,1/1/2005
2006,Piau,Aug,911,1/1/2006
2007,Piau,Aug,3.551,1/1/2007
2008,Piau,Aug,290,1/1/2008
2009,Piau,Aug,790,1/1/2009
2010,Piau,Aug,4.035,1/1/2010
2011,Piau,Aug,1.958,1/1/2011
2012,Piau,Aug,3.614,1/1/2012
2013,Piau,Aug,1.015,1/1/2013
2014,Piau,Aug,2.265,1/1/2014
2015,Piau,Aug,2.057,1/1/2015
2016,Piau,Aug,1.647,1/1/2016
2017,Piau,Aug,1.572,1/1/2017
1998,Piau,Sept,1.991,1/1/1998
1999,Piau,Sept,872,1/1/1999
2000,Piau,Sept,1.099,1/1/2000
2001,Piau,Sept,2.401,1/1/2001
2002,Piau,Sept,2.475,1/1/2002
2003,Piau,Sept,3.399,1/1/2003
2004,Piau,Sept,2.662,1/1/2004
2005,Piau,Sept,3.136,1/1/2005
2006,Piau,Sept,1.618,1/1/2006
2007,Piau,Sept,4.078,1/1/2007
2008,Piau,Sept,1.472,1/1/2008
2009,Piau,Sept,1.709,1/1/2009
2010,Piau,Sept,5.392,1/1/2010
2011,Piau,Sept,4.402,1/1/2011
2012,Piau,Sept,4.479,1/1/2012
2013,Piau,Sept,2.311,1/1/2013
2014,Piau,Sept,2.536,1/1/2014
2015,Piau,Sept,5.828,1/1/2015
2016,Piau,Sept,1.394,1/1/2016
2017,Piau,Sept,3.422,1/1/2017
1998,Piau,Oct,2.586,1/1/1998
1999,Piau,Oct,1.438,1/1/1999
2000,Piau,Oct,2.558,1/1/2000
2001,Piau,Oct,3.742,1/1/2001
2002,Piau,Oct,2.757,1/1/2002
2003,Piau,Oct,2.332,1/1/2003
2004,Piau,Oct,2.144,1/1/2004
2005,Piau,Oct,3.263,1/1/2005
2006,Piau,Oct,1.443,1/1/2006
2007,Piau,Oct,2.331,1/1/2007
2008,Piau,Oct,1.83,1/1/2008
2009,Piau,Oct,913,1/1/2009
2010,Piau,Oct,3.863,1/1/2010
2011,Piau,Oct,1.484,1/1/2011
2012,Piau,Oct,2.506,1/1/2012
2013,Piau,Oct,1.269,1/1/2013
2014,Piau,Oct,1.788,1/1/2014
2015,Piau,Oct,4.068,1/1/2015
2016,Piau,Oct,2.598,1/1/2016
2017,Piau,Oct,3.004,1/1/2017
1998,Piau,Nov,424,1/1/1998
1999,Piau,Nov,334,1/1/1999
2000,Piau,Nov,450,1/1/2000
2001,Piau,Nov,1.484,1/1/2001
2002,Piau,Nov,1.174,1/1/2002
2003,Piau,Nov,1.248,1/1/2003
2004,Piau,Nov,1.798,1/1/2004
2005,Piau,Nov,1.599,1/1/2005
2006,Piau,Nov,740,1/1/2006
2007,Piau,Nov,939,1/1/2007
2008,Piau,Nov,594,1/1/2008
2009,Piau,Nov,1.336,1/1/2009
2010,Piau,Nov,1.417,1/1/2010
2011,Piau,Nov,825,1/1/2011
2012,Piau,Nov,447,1/1/2012
2013,Piau,Nov,640,1/1/2013
2014,Piau,Nov,717,1/1/2014
2015,Piau,Nov,897,1/1/2015
2016,Piau,Nov,1.126,1/1/2016
2017,Piau,Nov,449,1/1/2017
1998,Piau,Dec,119,1/1/1998
1999,Piau,Dec,74,1/1/1999
2000,Piau,Dec,79,1/1/2000
2001,Piau,Dec,230,1/1/2001
2002,Piau,Dec,373,1/1/2002
2003,Piau,Dec,459,1/1/2003
2004,Piau,Dec,788,1/1/2004
2005,Piau,Dec,486,1/1/2005
2006,Piau,Dec,339,1/1/2006
2007,Piau,Dec,317,1/1/2007
2008,Piau,Dec,329,1/1/2008
2009,Piau,Dec,570,1/1/2009
2010,Piau,Dec,357,1/1/2010
2011,Piau,Dec,362,1/1/2011
2012,Piau,Dec,334,1/1/2012
2013,Piau,Dec,468,1/1/2013
2014,Piau,Dec,346,1/1/2014
2015,Piau,Dec,626,1/1/2015
2016,Piau,Dec,374,1/1/2016
1998,Rio,Jan,0,1/1/1998
1999,Rio,Jan,0,1/1/1999
2000,Rio,Jan,0,1/1/2000
2001,Rio,Jan,0,1/1/2001
2002,Rio,Jan,0,1/1/2002
2003,Rio,Jan,0,1/1/2003
2004,Rio,Jan,1,1/1/2004
2005,Rio,Jan,5,1/1/2005
2006,Rio,Jan,12,1/1/2006
2007,Rio,Jan,0,1/1/2007
2008,Rio,Jan,1,1/1/2008
2009,Rio,Jan,3,1/1/2009
2010,Rio,Jan,13,1/1/2010
2011,Rio,Jan,10,1/1/2011
2012,Rio,Jan,12,1/1/2012
2013,Rio,Jan,9,1/1/2013
2014,Rio,Jan,35,1/1/2014
2015,Rio,Jan,97,1/1/2015
2016,Rio,Jan,9,1/1/2016
2017,Rio,Jan,15,1/1/2017
1998,Rio,Feb,0,1/1/1998
1999,Rio,Feb,0,1/1/1999
2000,Rio,Feb,1,1/1/2000
2001,Rio,Feb,3,1/1/2001
2002,Rio,Feb,1,1/1/2002
2003,Rio,Feb,10,1/1/2003
2004,Rio,Feb,8,1/1/2004
2005,Rio,Feb,4,1/1/2005
2006,Rio,Feb,7,1/1/2006
2007,Rio,Feb,15,1/1/2007
2008,Rio,Feb,2,1/1/2008
2009,Rio,Feb,5,1/1/2009
2010,Rio,Feb,73,1/1/2010
2011,Rio,Feb,36,1/1/2011
2012,Rio,Feb,11,1/1/2012
2013,Rio,Feb,12,1/1/2013
2014,Rio,Feb,116,1/1/2014
2015,Rio,Feb,36,1/1/2015
2016,Rio,Feb,16,1/1/2016
2017,Rio,Feb,34,1/1/2017
1998,Rio,March,0,1/1/1998
1999,Rio,March,0,1/1/1999
2000,Rio,March,0,1/1/2000
2001,Rio,March,0,1/1/2001
2002,Rio,March,1,1/1/2002
2003,Rio,March,23,1/1/2003
2004,Rio,March,4,1/1/2004
2005,Rio,March,7,1/1/2005
2006,Rio,March,8,1/1/2006
2007,Rio,March,27,1/1/2007
2008,Rio,March,2,1/1/2008
2009,Rio,March,5,1/1/2009
2010,Rio,March,10,1/1/2010
2011,Rio,March,7,1/1/2011
2012,Rio,March,20,1/1/2012
2013,Rio,March,9,1/1/2013
2014,Rio,March,38,1/1/2014
2015,Rio,March,23,1/1/2015
2016,Rio,March,16,1/1/2016
2017,Rio,March,10,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,1,1/1/1999
2000,Rio,April,2,1/1/2000
2001,Rio,April,2,1/1/2001
2002,Rio,April,8,1/1/2002
2003,Rio,April,11,1/1/2003
2004,Rio,April,3,1/1/2004
2005,Rio,April,1,1/1/2005
2006,Rio,April,8,1/1/2006
2007,Rio,April,9,1/1/2007
2008,Rio,April,2,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,10,1/1/2010
2011,Rio,April,12,1/1/2011
2012,Rio,April,12,1/1/2012
2013,Rio,April,9,1/1/2013
2014,Rio,April,25,1/1/2014
2015,Rio,April,24,1/1/2015
2016,Rio,April,45,1/1/2016
2017,Rio,April,12,1/1/2017
1998,Rio,May,0,1/1/1998
1999,Rio,May,7,1/1/1999
2000,Rio,May,5,1/1/2000
2001,Rio,May,4,1/1/2001
2002,Rio,May,4,1/1/2002
2003,Rio,May,1,1/1/2003
2004,Rio,May,0,1/1/2004
2005,Rio,May,11,1/1/2005
2006,Rio,May,4,1/1/2006
2007,Rio,May,2,1/1/2007
2008,Rio,May,0,1/1/2008
2009,Rio,May,37,1/1/2009
2010,Rio,May,6,1/1/2010
2011,Rio,May,17,1/1/2011
2012,Rio,May,18,1/1/2012
2013,Rio,May,16,1/1/2013
2014,Rio,May,20,1/1/2014
2015,Rio,May,21,1/1/2015
2016,Rio,May,30,1/1/2016
2017,Rio,May,15,1/1/2017
